id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1196,60,61,1959,6,Female,498 Elm Lane,"$17,113 ","$34,895 ","$56,622 ",820,4
1530,64,68,1956,2,Female,25 Elm Street,$0 ,"$1,785 ","$2,892 ",732,3
1963,98,69,1921,11,Male,468 Spruce Street,"$26,137 ","$33,869 ",$370 ,821,7
764,77,68,1943,1,Female,6864 Norfolk Boulevard,"$20,835 ","$31,066 ","$20,902 ",712,4
213,37,68,1982,5,Female,345 George Street,"$27,057 ","$55,172 ","$96,779 ",629,3
410,54,60,1966,2,Female,72990 Second Drive,"$23,029 ","$46,956 ","$94,340 ",610,2
1685,53,61,1966,7,Male,5886 Ninth Boulevard,"$36,300 ","$74,012 ","$93,119 ",681,2
225,32,68,1987,3,Male,69080 Spruce Street,"$20,055 ","$40,887 ","$50,734 ",688,4
1210,32,65,1987,11,Male,6415 Sussex Lane,"$16,935 ","$34,531 ","$60,156 ",703,4
1336,18,67,2001,7,Female,243 Forest Lane,"$26,481 ","$53,995 ","$154,800 ",673,1
576,68,64,1951,6,Female,478 Hill Avenue,"$30,747 ","$63,502 ","$24,100 ",638,7
1677,51,67,1969,2,Male,849 Littlewood Drive,"$16,272 ","$33,178 ","$92,366 ",671,2
1969,84,65,1935,4,Male,402 El Camino Drive,"$29,583 ","$44,690 ","$2,249 ",733,5
1431,56,61,1963,3,Female,6134 Littlewood Lane,"$19,327 ","$39,409 ","$52,076 ",599,1
558,19,63,2000,5,Male,29894 Martin Luther King Lane,"$16,223 ","$33,080 ","$55,066 ",692,3
1482,54,64,1965,8,Male,52 Sixth Boulevard,"$43,725 ","$89,152 ","$162,012 ",675,1
1295,70,70,1950,2,Female,888 Lincoln Street,"$17,474 ","$27,772 ","$14,408 ",788,4
1468,66,65,1954,1,Male,5238 Plum Street,"$26,188 ","$44,137 ","$22,392 ",626,2
538,66,69,1954,2,Female,7888 Fourth Street,"$14,844 ","$30,265 ","$36,789 ",814,4
748,55,69,1965,1,Male,2100 Summit Street,"$18,412 ","$37,534 ","$99,840 ",706,3
1068,21,67,1998,11,Male,3900 Rose Street,"$15,864 ","$32,345 ","$61,066 ",730,3
41,38,70,1981,3,Male,2750 Rose Boulevard,"$13,332 ","$27,183 ","$58,323 ",637,1
807,52,71,1967,8,Female,869 Little Creek Lane,"$18,877 ","$38,487 ","$49,725 ",691,3
1430,69,69,1950,4,Female,131 Tenth Avenue,"$26,764 ","$33,642 ","$20,874 ",593,5
1873,51,67,1968,12,Female,3722 Valley Boulevard,"$16,823 ","$34,302 ","$84,935 ",651,3
204,31,67,1988,9,Female,775 Lexington Boulevard,"$20,968 ","$42,754 ","$60,172 ",656,1
424,24,69,1995,4,Female,4020 Littlewood Street,"$25,037 ","$51,045 ","$127,864 ",772,2
980,84,69,1935,8,Male,463 12th Street,"$20,641 ","$24,055 ",$0 ,733,7
1415,28,68,1991,12,Male,243 Wessex Avenue,"$22,081 ","$45,021 ","$77,559 ",689,1
600,18,55,2001,5,Male,2819 Littlewood Lane,"$22,991 ","$46,878 ","$60,121 ",578,1
652,82,66,1937,9,Female,9952 South Lane,"$20,065 ","$22,726 ","$1,692 ",784,6
1129,49,65,1970,4,Male,2379 Forest Lane,"$16,894 ","$34,449 ","$36,540 ",686,3
885,36,66,1983,12,Male,7121 Fourth Avenue,"$13,895 ","$28,334 ",$0 ,700,3
1899,31,67,1988,8,Female,761 Main Avenue,"$28,037 ","$57,166 ","$111,755 ",737,2
1369,59,67,1961,1,Female,535 Grant Boulevard,"$17,585 ","$35,854 ","$49,101 ",850,2
1057,39,71,1980,7,Female,135 Littlewood Avenue,"$22,050 ","$44,958 ","$91,549 ",787,1
1302,62,72,1958,2,Female,8323 Catherine Boulevard,"$14,218 ","$28,988 ","$13,351 ",694,4
415,53,65,1966,5,Male,7571 George Street,"$16,544 ","$33,729 ",$0 ,763,4
83,31,69,1988,5,Male,766 Catherine Boulevard,"$29,157 ","$59,455 ","$96,224 ",557,1
1093,18,70,2002,2,Male,76 Grant Lane,"$23,316 ","$47,543 ","$124,177 ",667,1
28,39,65,1980,4,Female,871 12th Lane,"$26,618 ","$54,273 ","$110,237 ",789,4
33,77,71,1942,6,Female,6335 Rose Lane,"$18,239 ","$38,692 ","$8,902 ",596,5
1646,54,69,1965,11,Male,0 Ocean Boulevard,"$14,663 ","$29,898 ","$19,719 ",714,5
1847,22,60,1998,1,Female,566 Hillside Street,"$15,418 ","$31,443 ","$52,826 ",676,1
1152,43,65,1977,2,Male,8061 Spruce Drive,"$17,428 ","$35,538 ","$71,591 ",747,1
134,43,67,1976,12,Male,924 First Drive,"$24,608 ","$50,174 ","$145,300 ",643,4
188,24,57,1995,6,Male,9226 Tenth Boulevard,"$42,884 ","$87,436 ","$135,294 ",845,2
220,33,67,1986,11,Female,3550 Sixth Boulevard,"$30,335 ","$61,846 ","$12,525 ",722,4
1343,22,62,1997,7,Female,777 Valley Stream Lane,"$11,951 ","$24,369 ","$37,437 ",575,4
1930,26,68,1993,10,Male,55 Madison Drive,"$21,810 ","$44,470 ","$66,413 ",721,3
1260,28,65,1991,12,Male,1963 Summit Lane,"$20,995 ","$42,806 ","$49,194 ",712,3
96,69,66,1950,12,Female,20 Oak Street,"$38,948 ","$99,825 ","$4,344 ",685,4
1166,44,66,1975,5,Female,8659 El Camino Street,"$19,569 ","$39,898 ","$43,630 ",682,3
1533,39,70,1980,12,Female,470 11th Lane,"$24,233 ","$49,412 ","$42,378 ",830,3
88,22,68,1997,8,Male,6614 Ninth Boulevard,"$16,349 ","$33,337 ","$71,679 ",712,1
1451,58,57,1961,4,Female,9384 Lake Street,"$20,979 ","$17,078 ","$25,245 ",719,4
57,28,66,1992,2,Female,9706 Mountain View Street,"$21,494 ","$43,826 ","$84,935 ",823,1
1335,51,66,1968,10,Female,29693 Bayview Drive,"$47,991 ","$97,845 ","$255,288 ",836,4
816,56,65,1964,2,Male,8943 11th Drive,"$17,795 ","$36,285 ","$67,244 ",759,5
1081,31,60,1988,9,Female,9633 Mill Lane,"$24,849 ","$50,666 ","$102,318 ",617,3
1385,51,68,1968,7,Female,5537 Eighth Street,"$40,364 ","$82,298 ","$182,301 ",789,6
1125,25,71,1994,8,Male,99791 12th Boulevard,"$31,839 ","$64,917 ","$102,747 ",689,4
1952,26,54,1993,7,Female,541 Federal Avenue,"$18,100 ","$36,909 ","$102,869 ",821,1
1870,24,70,1995,6,Male,5458 Spruce Street,"$34,848 ","$71,054 ","$106,595 ",767,2
1345,83,66,1936,9,Female,7978 Main Lane,"$24,703 ","$16,620 ","$1,140 ",804,8
1695,45,66,1974,12,Female,238 Ocean View Lane,"$27,973 ","$57,027 ","$21,798 ",709,4
1906,18,71,2001,10,Male,3699 Lafayette Avenue,"$14,199 ","$28,950 ","$61,297 ",609,1
1985,50,69,1969,3,Female,9061 Grant Avenue,$0 ,"$1,426 ","$3,154 ",680,3
1604,55,72,1964,11,Male,7680 Fourth Street,"$15,354 ","$31,308 ","$59,817 ",742,7
1933,26,64,1993,5,Male,345 Elm Avenue,"$14,546 ","$29,658 ","$45,750 ",589,2
649,48,65,1971,9,Male,9 Fourth Drive,"$22,762 ","$46,408 ",$0 ,847,7
1486,39,63,1980,4,Female,396 Park Street,"$11,431 ","$23,307 ","$31,064 ",789,1
1744,31,69,1988,3,Female,4238 Birch Lane,"$14,435 ","$29,433 ","$61,260 ",693,3
1272,27,69,1992,6,Male,581 Seventh Drive,"$30,025 ","$61,222 ","$142,541 ",779,1
400,46,68,1973,5,Female,539 Pine Boulevard,"$19,508 ","$39,770 ","$72,827 ",711,4
1994,48,66,1971,9,Female,9716 Third Lane,"$38,345 ","$78,180 ","$102,759 ",740,3
572,29,67,1991,1,Male,202 Washington Drive,"$23,208 ","$47,317 ","$42,433 ",680,2
1442,41,58,1979,1,Male,1036 Spruce Street,"$14,925 ","$30,432 ","$101,847 ",624,1
1853,39,70,1980,5,Male,546 First Avenue,"$18,226 ","$37,165 ",$0 ,771,3
556,46,66,1973,12,Male,5659 Park Avenue,"$17,856 ","$36,405 ","$31,815 ",715,2
1960,30,61,1989,12,Male,334 Rose Boulevard,"$23,500 ","$47,916 ","$69,567 ",612,1
321,52,67,1967,5,Male,262 First Lane,"$19,705 ","$40,177 ","$47,012 ",698,4
483,49,68,1971,2,Female,253 West Drive,"$19,604 ","$39,969 ","$68,456 ",713,3
404,44,61,1975,9,Male,33 Seventh Boulevard,"$21,979 ","$44,816 ","$63,043 ",625,1
1510,32,59,1988,1,Male,835 Main Avenue,"$24,845 ","$50,658 ","$72,806 ",764,2
916,21,68,1998,8,Male,125 First Avenue,"$20,236 ","$41,260 ","$80,574 ",682,2
1635,54,58,1965,3,Male,90 Sussex Drive,"$20,760 ","$42,332 ","$75,213 ",616,6
1384,74,67,1946,1,Female,528 Lake Drive,"$22,545 ","$23,011 ","$30,510 ",721,3
943,64,61,1955,4,Male,66 Grant Lane,"$39,495 ","$87,317 ","$41,998 ",773,1
1236,72,65,1947,9,Female,521 Main Lane,"$14,645 ","$25,243 ","$18,006 ",730,6
969,24,70,1996,2,Female,18360 Valley Avenue,"$28,884 ","$58,893 ","$113,715 ",666,3
508,24,69,1995,7,Male,3221 Tenth Lane,"$31,547 ","$64,319 ",$0 ,757,3
496,47,63,1972,8,Male,16893 Fifth Avenue,"$17,810 ","$36,319 ","$44,737 ",730,4
450,39,66,1980,9,Male,253 Lexington Avenue,"$21,186 ","$43,192 ","$33,517 ",739,3
1753,46,58,1974,2,Male,95612 South Street,"$22,304 ","$45,476 ","$67,636 ",506,1
304,31,68,1988,8,Male,6606 Sixth Drive,"$20,255 ","$41,297 ","$34,703 ",685,2
839,45,63,1975,1,Female,96493 Valley Stream Avenue,"$26,674 ","$54,384 ","$69,717 ",622,3
138,43,68,1977,2,Female,754 South Avenue,"$16,071 ","$32,770 ","$103,262 ",641,4
43,26,66,1993,8,Female,5594 12th Drive,"$29,972 ","$61,104 ","$79,486 ",721,4
1187,55,67,1964,9,Male,203 Valley Lane,"$23,216 ","$47,334 ","$87,775 ",701,3
849,67,69,1952,7,Female,5456 Ninth Avenue,"$21,497 ","$43,828 ","$60,231 ",711,3
654,47,69,1972,7,Female,646 South Lane,"$16,618 ","$33,883 ","$50,616 ",524,1
1898,44,72,1975,9,Male,5521 Spruce Avenue,"$25,009 ","$50,993 ","$75,783 ",675,5
1971,48,66,1971,9,Male,829 Grant Boulevard,"$20,447 ","$41,690 ","$69,869 ",763,2
1020,29,66,1991,1,Female,331 Essex Drive,"$26,545 ","$54,122 ","$166,903 ",796,4
22,56,66,1963,3,Male,5651 North Boulevard,"$26,467 ","$53,966 ","$135,478 ",747,1
436,20,65,2000,1,Female,599 Hillside Drive,"$26,273 ","$53,569 ","$79,540 ",623,1
1823,67,70,1952,5,Male,172 Third Lane,"$32,056 ","$65,362 ","$27,745 ",743,6
589,58,72,1961,11,Male,250 Hillside Drive,"$13,259 ","$27,035 ","$58,050 ",595,2
49,38,74,1981,6,Male,190 Burns Avenue,"$18,962 ","$38,663 ","$59,053 ",686,3
1350,22,65,1998,2,Female,637 Main Avenue,"$21,940 ","$44,740 ","$103,896 ",651,1
1525,43,70,1976,9,Female,534 Sixth Boulevard,"$19,126 ","$38,994 ",$0 ,728,4
69,54,67,1965,10,Female,3067 First Street,"$18,794 ","$38,318 ","$93,284 ",748,6
234,42,73,1977,11,Female,8027 Main Drive,"$18,452 ","$37,623 ",$923 ,726,6
608,32,65,1987,10,Male,702 Grant Drive,$0 ,"$2,365 ",$0 ,769,3
1064,50,65,1969,12,Female,477 Madison Lane,"$23,752 ","$48,428 ","$72,566 ",654,1
374,58,66,1961,11,Male,50 Spruce Street,"$15,290 ","$31,177 ","$18,859 ",689,5
286,38,69,1981,10,Male,4232 Grant Drive,"$18,746 ","$38,223 ","$30,756 ",725,4
1419,53,64,1966,9,Female,634 Grant Boulevard,"$30,157 ","$61,490 ","$116,180 ",647,1
1435,41,78,1978,10,Female,9872 Lexington Street,"$45,132 ","$92,017 ","$157,723 ",703,3
1683,43,69,1976,12,Male,85 East Drive,"$12,313 ","$25,109 ",$92 ,850,3
727,44,68,1975,5,Male,310 Bayview Boulevard,"$19,874 ","$40,522 ","$81,572 ",801,5
1150,46,67,1973,4,Male,5692 Jefferson Boulevard,"$30,913 ","$63,030 ","$93,406 ",791,5
332,61,65,1958,7,Male,8794 Catherine Lane,"$18,324 ","$37,362 ","$21,600 ",703,4
487,52,68,1967,7,Male,9028 Valley Stream Avenue,"$27,005 ","$55,059 ","$162,462 ",735,3
735,49,67,1970,12,Female,676 Bayview Street,"$33,226 ","$67,743 ","$67,132 ",752,3
137,33,65,1986,7,Female,3177 Oak Avenue,"$20,142 ","$41,069 ","$64,073 ",644,3
570,34,65,1985,9,Male,6781 Ocean View Drive,"$15,814 ","$32,245 ","$43,097 ",625,1
1121,44,68,1975,6,Female,8476 Lincoln Street,"$41,380 ","$84,365 ","$113,529 ",796,5
860,55,65,1965,2,Male,7035 River Boulevard,"$30,794 ","$62,791 ","$193,215 ",692,4
518,31,61,1988,4,Male,558 North Street,"$22,283 ","$45,433 ","$91,998 ",523,1
1203,36,62,1984,2,Male,5867 East Street,"$20,371 ","$41,537 ","$128,044 ",582,1
944,58,71,1961,10,Male,3817 Martin Luther King Avenue,"$58,517 ","$119,308 ","$89,328 ",789,6
388,25,66,1994,10,Female,6444 Maple Lane,"$8,491 ","$17,310 ","$21,853 ",749,2
741,75,66,1944,9,Male,239 Third Drive,"$21,695 ","$41,316 ","$22,629 ",826,1
1737,52,65,1967,3,Male,14813 El Camino Drive,"$18,487 ","$37,686 ","$41,173 ",739,4
1709,62,69,1957,3,Female,628 Third Avenue,"$17,420 ","$35,519 ","$111,115 ",744,1
1018,90,71,1929,10,Female,350 Main Boulevard,"$17,142 ","$31,805 ",$614 ,755,6
275,43,58,1977,2,Female,973 River Street,"$37,415 ","$76,288 ","$120,771 ",710,4
1367,49,67,1970,6,Female,364 Plum Lane,"$16,801 ","$34,255 ","$36,094 ",708,4
1965,24,65,1996,1,Male,34 Oak Boulevard,"$18,364 ","$37,443 ",$0 ,745,1
284,51,65,1968,4,Male,822 Martin Luther King Drive,"$25,005 ","$50,980 ",$0 ,754,4
79,70,66,1949,10,Female,990 North Lane,"$20,045 ","$29,164 ","$19,851 ",625,4
1515,77,67,1942,12,Female,7239 Hill Lane,"$20,983 ","$30,457 ","$19,314 ",520,5
1934,47,67,1973,1,Female,820 Second Lane,"$13,614 ","$27,763 ","$59,691 ",691,1
9,29,60,1990,12,Male,22 Mill Drive,"$20,102 ","$40,988 ","$89,801 ",540,3
1964,68,64,1951,12,Male,973 Federal Drive,"$22,644 ","$38,637 ","$30,595 ",643,4
982,46,67,1973,10,Male,9232 Mill Drive,"$32,610 ","$66,489 ","$45,974 ",729,4
1676,51,65,1968,12,Male,919 Martin Luther King Lane,"$24,981 ","$50,936 ","$88,447 ",681,3
1519,41,72,1978,3,Female,98086 Essex Drive,"$19,625 ","$40,012 ","$59,472 ",849,4
1098,50,71,1969,3,Male,772 Fifth Boulevard,"$16,901 ","$34,456 ","$54,634 ",752,4
554,59,67,1960,8,Male,6310 Sixth Street,"$26,170 ","$53,357 ","$114,266 ",690,5
596,28,65,1991,11,Male,914 George Street,"$16,985 ","$34,629 ","$34,484 ",721,3
170,34,71,1985,9,Male,79948 Sixth Avenue,"$18,137 ","$36,983 ","$58,895 ",768,4
794,49,67,1970,11,Female,803 Plum Avenue,"$14,528 ","$29,621 ",$0 ,730,3
1697,64,67,1955,6,Male,317 Wessex Boulevard,"$20,108 ","$41,002 ","$97,188 ",685,6
573,52,69,1967,7,Male,7970 Little Creek Drive,"$14,717 ","$30,011 ","$84,166 ",589,1
1715,32,72,1987,3,Female,4460 11th Avenue,"$24,589 ","$50,137 ","$90,747 ",679,1
1607,21,66,1998,4,Male,724 Valley Stream Street,"$27,057 ","$55,166 ","$70,698 ",689,1
1026,84,70,1935,5,Male,2116 Second Drive,"$13,194 ","$17,016 ",$691 ,714,4
1892,22,62,1997,7,Male,449 Washington Street,"$15,966 ","$32,557 ","$60,053 ",637,2
402,47,72,1972,6,Male,77931 Lincoln Avenue,"$21,556 ","$43,954 ","$60,913 ",744,3
1628,56,59,1964,2,Male,438 Seventh Avenue,"$31,114 ","$63,439 ","$199,706 ",786,2
553,73,65,1947,1,Male,471 Ocean Boulevard,"$17,707 ","$34,067 ","$17,902 ",628,1
1551,47,70,1972,12,Male,148 Hillside Boulevard,"$17,510 ","$35,699 ","$63,264 ",687,5
1672,28,70,1991,9,Male,919 Washington Drive,"$36,610 ","$74,644 ","$204,251 ",792,3
426,26,65,1993,4,Female,8709 Fifth Street,"$20,773 ","$42,348 ","$6,204 ",754,4
1135,89,69,1931,1,Female,796 West Lane,"$31,496 ","$68,010 ",$0 ,704,7
1420,87,70,1932,8,Female,673 11th Drive,"$38,514 ","$60,652 ",$0 ,688,4
1589,39,70,1981,1,Female,6301 Hillside Avenue,"$13,485 ","$27,494 ","$44,258 ",702,3
1002,31,67,1988,4,Male,8446 Catherine Drive,"$19,023 ","$38,788 ","$77,448 ",716,1
1411,57,66,1962,6,Female,3196 Elm Boulevard,"$33,847 ","$69,007 ","$52,218 ",720,4
1654,43,66,1976,4,Male,385 Pine Drive,"$24,194 ","$49,328 ","$6,197 ",693,5
1330,65,61,1954,12,Female,35187 West Lane,"$33,097 ","$35,404 ","$30,887 ",575,3
790,34,65,1985,3,Female,480 Ocean View Boulevard,"$22,740 ","$46,361 ","$69,620 ",743,2
552,54,66,1965,4,Male,1416 Bayview Avenue,"$25,767 ","$52,538 ","$132,409 ",602,1
139,73,65,1947,1,Female,835 Main Street,"$19,652 ","$31,317 ","$4,591 ",687,4
1280,28,66,1991,10,Male,7933 Plum Lane,"$16,025 ","$32,676 ","$88,515 ",641,1
883,33,60,1987,2,Male,6174 East Street,"$26,647 ","$54,333 ","$103,224 ",584,1
359,66,61,1953,7,Male,338 Littlewood Street,"$24,252 ","$57,383 ","$20,725 ",799,4
1921,44,65,1975,3,Male,704 Third Avenue,"$15,726 ","$32,064 ","$9,833 ",709,3
651,53,66,1966,5,Female,810 Summit Lane,"$16,852 ","$34,361 ","$41,375 ",643,1
557,59,54,1960,9,Male,350 Jefferson Boulevard,"$18,476 ","$28,245 ","$13,411 ",669,1
1071,26,69,1993,3,Male,4693 Essex Street,"$18,816 ","$38,363 ","$63,974 ",838,3
1175,93,69,1926,9,Male,748 Martin Luther King Street,"$12,475 ","$10,782 ",$346 ,770,7
1936,86,68,1933,7,Female,406 El Camino Boulevard,"$26,951 ","$35,685 ","$1,135 ",714,5
182,49,70,1971,2,Female,916 Birch Drive,"$25,006 ","$50,984 ","$65,126 ",616,2
468,48,65,1971,9,Female,76 Lexington Boulevard,"$23,238 ","$47,374 ","$35,312 ",714,2
1651,33,66,1986,3,Male,632 Pine Drive,"$27,474 ","$56,018 ","$100,163 ",739,2
1714,23,65,1996,6,Female,427 Martin Luther King Street,"$35,807 ","$73,011 ","$240,352 ",794,2
1839,59,60,1960,6,Female,1892 Catherine Street,"$13,456 ","$27,439 ","$84,665 ",631,1
1585,35,69,1984,11,Female,4346 El Camino Boulevard,"$20,710 ","$42,229 ",$0 ,688,3
1245,54,58,1965,9,Female,780 Ocean Avenue,"$21,040 ","$42,900 ","$111,007 ",802,6
732,60,68,1959,8,Male,513 Tenth Avenue,"$19,224 ","$39,191 ","$43,396 ",756,6
342,18,68,2001,6,Male,3033 Maple Lane,"$62,840 ","$128,123 ","$135,808 ",699,1
476,68,71,1951,9,Male,26 El Camino Street,"$20,340 ","$41,473 ","$98,151 ",724,3
164,76,67,1943,8,Male,772 Lexington Street,"$18,287 ","$37,829 ","$20,185 ",658,4
539,21,68,1998,8,Female,3701 Birch Street,"$16,954 ","$34,568 ","$81,953 ",765,1
40,71,74,1948,6,Male,2786 Forest Lane,"$14,342 ","$29,243 ","$30,686 ",726,4
1,43,74,1976,4,Female,113 Burns Lane,"$22,247 ","$45,360 ","$14,587 ",704,3
272,30,67,1989,8,Female,387 Plum Avenue,"$26,193 ","$53,407 ","$125,586 ",767,3
521,21,70,1998,9,Female,1241 11th Boulevard,"$16,101 ","$32,829 ","$44,141 ",652,1
988,68,68,1951,4,Male,344 Washington Drive,"$20,042 ","$39,832 ","$5,377 ",785,4
660,31,68,1988,9,Female,256 Jefferson Street,"$21,602 ","$44,041 ","$109,159 ",680,2
1381,79,68,1940,10,Male,1699 West Lane,"$24,878 ","$29,517 ","$2,470 ",690,4
184,50,69,1969,4,Female,8886 Little Creek Street,"$21,348 ","$43,529 ","$126,175 ",797,6
1183,53,66,1966,5,Male,852 Tenth Boulevard,"$16,097 ","$32,820 ","$23,004 ",740,4
905,69,73,1950,11,Male,385 Maple Street,"$47,524 ","$96,901 ","$182,809 ",701,5
419,60,66,1959,11,Male,933 Valley Lane,"$16,448 ","$33,540 ","$74,530 ",734,5
239,26,68,1993,3,Male,2519 Park Boulevard,"$20,699 ","$42,201 ","$138,469 ",682,5
1241,40,69,1979,3,Female,159 Plum Avenue,"$24,227 ","$49,396 ","$39,549 ",814,3
383,48,66,1971,9,Male,6606 Oak Drive,"$16,816 ","$34,287 ","$77,180 ",760,3
1816,39,69,1980,4,Female,251 Main Lane,"$16,794 ","$34,241 ","$79,551 ",784,2
1501,40,67,1980,2,Male,8475 Essex Lane,"$17,778 ","$36,247 ","$34,079 ",712,3
497,63,65,1956,11,Male,8414 Tenth Drive,"$25,692 ","$52,380 ","$8,764 ",850,6
893,18,68,2002,2,Male,4485 Plum Lane,"$17,027 ","$34,716 ","$18,962 ",850,3
44,85,67,1934,12,Male,8651 Seventh Street,"$16,738 ","$38,194 ","$1,674 ",680,3
661,64,67,1956,1,Male,894 Ocean Avenue,"$21,005 ","$42,831 ","$59,948 ",566,3
939,80,59,1939,10,Female,4259 East Lane,"$19,945 ","$34,819 ","$2,971 ",696,2
947,63,71,1956,9,Male,4117 Fifth Avenue,"$16,985 ","$34,637 ","$12,623 ",710,4
1749,50,61,1969,7,Female,415 Elm Street,"$8,658 ","$17,657 ","$21,899 ",614,2
385,79,65,1941,2,Male,9983 Park Drive,"$21,679 ","$30,434 ","$23,883 ",740,7
67,23,65,1996,4,Female,1 Sixth Boulevard,"$23,366 ","$47,639 ",$0 ,732,2
1298,32,70,1987,12,Female,3535 West Drive,"$12,557 ","$25,603 ","$26,348 ",729,2
913,56,70,1963,5,Male,4943 Martin Luther King Lane,"$13,964 ","$28,476 ",$0 ,693,3
1634,66,68,1953,3,Male,703 West Drive,"$10,091 ","$20,577 ","$60,152 ",825,4
804,64,67,1955,7,Male,37 River Boulevard,"$14,839 ","$30,252 ","$24,172 ",812,5
1703,47,65,1972,8,Female,1532 Birch Drive,"$24,115 ","$49,169 ","$65,994 ",747,2
1741,92,67,1927,10,Male,31 Hillside Lane,"$17,460 ","$24,960 ",$889 ,707,9
766,44,63,1975,8,Female,66 Plum Avenue,"$15,187 ","$30,967 ","$61,201 ",685,3
472,50,64,1969,4,Male,4480 Hillside Avenue,"$22,578 ","$46,039 ","$79,738 ",672,4
366,50,68,1969,12,Female,773 12th Street,"$19,573 ","$39,911 ","$93,823 ",625,7
1205,22,69,1997,8,Male,152 Sixth Avenue,"$27,948 ","$56,984 ","$128,684 ",680,5
1705,50,68,1970,2,Male,952 Valley Avenue,"$13,708 ","$27,952 ","$2,070 ",850,3
626,22,65,1997,6,Female,394 Essex Boulevard,"$42,160 ","$85,954 ","$108,684 ",746,2
1638,79,64,1940,8,Female,6337 Spruce Street,"$34,186 ","$57,824 ","$31,354 ",668,5
1953,29,68,1991,1,Female,21 Lafayette Drive,"$21,579 ","$43,996 ","$16,260 ",842,3
1771,41,66,1978,12,Male,7662 Mountain View Boulevard,"$25,476 ","$51,943 ","$61,722 ",794,3
931,34,73,1985,12,Male,2707 Main Boulevard,"$33,974 ","$69,270 ","$97,114 ",540,1
1190,49,65,1970,8,Female,4480 Essex Drive,"$21,769 ","$44,383 ","$42,369 ",707,7
371,82,63,1937,3,Male,19176 Grant Drive,"$43,827 ","$92,368 ","$2,689 ",719,4
1404,52,71,1967,11,Female,68 Sixth Avenue,"$17,886 ","$36,472 ","$80,469 ",526,2
1970,18,66,2001,6,Male,876 Main Avenue,"$25,442 ","$51,873 ","$70,144 ",731,2
1364,47,72,1972,11,Male,37845 Main Street,$0 ,$3 ,$5 ,750,2
327,44,67,1975,7,Male,7485 Seventh Street,"$18,069 ","$36,843 ","$52,248 ",772,5
1337,26,66,1993,9,Male,9249 Third Lane,"$18,946 ","$38,634 ","$42,099 ",800,2
594,29,70,1990,12,Male,7109 Rose Street,"$16,642 ","$33,933 ","$5,329 ",698,6
1704,27,62,1992,7,Male,288 North Lane,"$31,270 ","$63,760 ","$151,177 ",716,1
1500,53,66,1967,1,Male,270 Plum Street,"$25,949 ","$52,904 ","$144,534 ",680,4
923,18,70,2002,1,Female,38 Fifth Street,"$23,297 ","$47,501 ","$81,625 ",735,2
1788,59,66,1960,9,Female,420 Littlewood Drive,"$20,521 ","$41,845 ","$90,940 ",673,4
129,56,63,1963,6,Female,6295 Summit Drive,"$22,008 ","$44,875 ","$125,909 ",510,1
1756,30,66,1989,10,Male,32 Fourth Drive,"$28,430 ","$57,969 ","$92,382 ",691,2
197,32,60,1987,5,Male,1867 Bayview Street,"$15,757 ","$32,128 ","$58,373 ",724,5
219,47,66,1973,2,Male,4541 Hill Boulevard,"$11,036 ","$22,505 ","$27,928 ",798,3
1820,60,65,1959,7,Female,822 Lake Drive,"$18,828 ","$38,394 ","$69,393 ",693,5
405,30,67,1989,3,Male,640 Spruce Boulevard,"$17,165 ","$34,998 ","$60,749 ",627,1
726,58,67,1961,8,Male,845 Littlewood Boulevard,"$22,032 ","$44,924 ","$27,297 ",717,3
20,86,67,1933,12,Female,3631 Plum Boulevard,"$19,477 ","$23,371 ",$0 ,757,8
216,60,66,1959,5,Female,378 Fourth Boulevard,"$16,273 ","$33,178 ","$85,620 ",687,3
293,32,63,1987,8,Female,58221 Main Drive,"$20,640 ","$42,084 ","$57,760 ",661,5
1868,24,69,1995,8,Male,39289 Essex Street,"$28,049 ","$57,187 ","$9,756 ",714,2
1996,46,66,1973,6,Female,7853 Grant Street,"$21,956 ","$44,768 ","$59,862 ",728,3
1171,90,67,1929,12,Male,73 Summit Street,"$26,370 ","$39,214 ",$0 ,781,5
1154,73,71,1947,1,Male,80773 Essex Avenue,"$27,546 ","$38,809 ","$19,912 ",788,4
819,55,77,1964,10,Female,4909 Maple Avenue,"$18,392 ","$37,495 ","$28,449 ",687,3
1554,49,63,1970,4,Male,227 Little Creek Street,"$25,405 ","$51,802 ","$91,118 ",696,1
1079,65,60,1954,11,Female,422 Madison Lane,"$48,994 ","$103,294 ","$39,076 ",831,3
681,19,60,2001,1,Female,95 Main Avenue,"$21,400 ","$43,634 ","$52,593 ",654,1
240,50,68,1970,2,Male,280 Lake Avenue,"$17,104 ","$34,868 ","$51,984 ",745,3
751,61,64,1958,8,Female,860 Martin Luther King Boulevard,"$24,364 ","$49,677 ","$108,399 ",593,4
773,67,65,1952,9,Male,486 West Boulevard,"$15,562 ","$11,029 ","$3,225 ",786,3
1294,39,63,1980,7,Female,2244 Mill Boulevard,"$28,993 ","$59,114 ","$132,715 ",730,2
1567,43,68,1976,8,Female,7874 Wessex Street,"$19,901 ","$40,576 ","$54,011 ",747,2
132,77,72,1942,5,Female,8407 Littlewood Street,"$13,972 ","$31,555 ","$12,777 ",696,4
512,48,62,1971,8,Male,3248 Summit Lane,"$35,727 ","$72,844 ","$207,423 ",718,1
